36	Música gerada 2 de 10cc	10cc	Funk	7
37	Música gerada 3 de 10cc	10cc	Funk	4
38	Música gerada 4 de 10cc	10cc	Funk	5
39	Música gerada 5 de 10cc	10cc	Funk	7
40	Música gerada 6 de 10cc	10cc	Funk	6
41	Música gerada 7 de 10cc	10cc	Funk	5
42	Música gerada 8 de 10cc	10cc	Funk	2
43	Música gerada 9 de 10cc	10cc	Funk	10
44	Música gerada 10 de 10cc	10cc	Funk	7
45	Música gerada 1 de 13 Crowns	13 Crowns	Soul	6
46	Música gerada 2 de 13 Crowns	13 Crowns	Soul	8
47	Música gerada 3 de 13 Crowns	13 Crowns	Soul	3
48	Música gerada 4 de 13 Crowns	13 Crowns	Soul	3
49	Música gerada 5 de 13 Crowns	13 Crowns	Soul	10
50	Música gerada 6 de 13 Crowns	13 Crowns	Soul	8
51	Música gerada 7 de 13 Crowns	13 Crowns	Soul	2
52	Música gerada 8 de 13 Crowns	13 Crowns	Soul	3
53	Música gerada 9 de 13 Crowns	13 Crowns	Soul	2
54	Música gerada 10 de 13 Crowns	13 Crowns	Soul	4
55	Música gerada 1 de 5 Seconds of Summer	5 Seconds of Summer	Flamenco	3
56	Música gerada 2 de 5 Seconds of Summer	5 Seconds of Summer	Flamenco	6
57	Música gerada 3 de 5 Seconds of Summer	5 Seconds of Summer	Flamenco	8
58	Música gerada 4 de 5 Seconds of Summer	5 Seconds of Summer	Flamenco	4
59	Música gerada 5 de 5 Seconds of Summer	5 Seconds of Summer	Flamenco	4
60	Música gerada 6 de 5 Seconds of Summer	5 Seconds of Summer	Flamenco	4
61	Música gerada 7 de 5 Seconds of Summer	5 Seconds of Summer	Flamenco	5
62	Música gerada 8 de 5 Seconds of Summer	5 Seconds of Summer	Flamenco	4
63	Música gerada 9 de 5 Seconds of Summer	5 Seconds of Summer	Flamenco	8
64	Música gerada 10 de 5 Seconds of Summer	5 Seconds of Summer	Flamenco	3
65	Música gerada 1 de Aaron Carpenter	Aaron Carpenter	Música sertaneja	5
66	Música gerada 2 de Aaron Carpenter	Aaron Carpenter	Música sertaneja	5
67	Música gerada 3 de Aaron Carpenter	Aaron Carpenter	Música sertaneja	3
68	Música gerada 4 de Aaron Carpenter	Aaron Carpenter	Música sertaneja	1
69	Música gerada 5 de Aaron Carpenter	Aaron Carpenter	Música sertaneja	10
70	Música gerada 6 de Aaron Carpenter	Aaron Carpenter	Música sertaneja	2
71	Música gerada 7 de Aaron Carpenter	Aaron Carpenter	Música sertaneja	5
72	Música gerada 8 de Aaron Carpenter	Aaron Carpenter	Música sertaneja	7
73	Música gerada 9 de Aaron Carpenter	Aaron Carpenter	Música sertaneja	8
74	Música gerada 10 de Aaron Carpenter	Aaron Carpenter	Música sertaneja	2
75	Música gerada 1 de ABBA	ABBA	Rumba	5
76	Música gerada 2 de ABBA	ABBA	Rumba	3
77	Música gerada 3 de ABBA	ABBA	Rumba	10
78	Música gerada 4 de ABBA	ABBA	Rumba	8
79	Música gerada 5 de ABBA	ABBA	Rumba	6
80	Música gerada 6 de ABBA	ABBA	Rumba	10
81	Música gerada 7 de ABBA	ABBA	Rumba	9
82	Música gerada 8 de ABBA	ABBA	Rumba	1
83	Música gerada 9 de ABBA	ABBA	Rumba	3
84	Música gerada 10 de ABBA	ABBA	Rumba	7
85	Música gerada 1 de AC/DC	AC/DC	Câmara	10
86	Música gerada 2 de AC/DC	AC/DC	Câmara	7
87	Música gerada 3 de AC/DC	AC/DC	Câmara	10
88	Música gerada 4 de AC/DC	AC/DC	Câmara	1
89	Música gerada 5 de AC/DC	AC/DC	Câmara	7
90	Música gerada 6 de AC/DC	AC/DC	Câmara	4
91	Música gerada 7 de AC/DC	AC/DC	Câmara	2
92	Música gerada 8 de AC/DC	AC/DC	Câmara	6
93	Música gerada 9 de AC/DC	AC/DC	Câmara	10
94	Música gerada 10 de AC/DC	AC/DC	Câmara	4
95	Música gerada 1 de Accept	Accept	Cha-cha-chá	1
96	Música gerada 2 de Accept	Accept	Cha-cha-chá	7
97	Música gerada 3 de Accept	Accept	Cha-cha-chá	3
98	Música gerada 4 de Accept	Accept	Cha-cha-chá	9
99	Música gerada 5 de Accept	Accept	Cha-cha-chá	5
100	Música gerada 6 de Accept	Accept	Cha-cha-chá	4
101	Música gerada 7 de Accept	Accept	Cha-cha-chá	3
102	Música gerada 8 de Accept	Accept	Cha-cha-chá	3
103	Música gerada 9 de Accept	Accept	Cha-cha-chá	2
104	Música gerada 10 de Accept	Accept	Cha-cha-chá	4
105	Música gerada 1 de Adam Spreeman	Adam Spreeman	Elevator music	4
106	Música gerada 2 de Adam Spreeman	Adam Spreeman	Elevator music	5
107	Música gerada 3 de Adam Spreeman	Adam Spreeman	Elevator music	6
108	Música gerada 4 de Adam Spreeman	Adam Spreeman	Elevator music	9
109	Música gerada 5 de Adam Spreeman	Adam Spreeman	Elevator music	7
110	Música gerada 6 de Adam Spreeman	Adam Spreeman	Elevator music	3
111	Música gerada 7 de Adam Spreeman	Adam Spreeman	Elevator music	6
112	Música gerada 8 de Adam Spreeman	Adam Spreeman	Elevator music	7
113	Música gerada 9 de Adam Spreeman	Adam Spreeman	Elevator music	3
114	Música gerada 10 de Adam Spreeman	Adam Spreeman	Elevator music	1
115	Música gerada 1 de Adema	Adema	Black Metal	9
116	Música gerada 2 de Adema	Adema	Black Metal	10
117	Música gerada 3 de Adema	Adema	Black Metal	2
118	Música gerada 4 de Adema	Adema	Black Metal	1
119	Música gerada 5 de Adema	Adema	Black Metal	8
120	Música gerada 6 de Adema	Adema	Black Metal	9
121	Música gerada 7 de Adema	Adema	Black Metal	6
122	Música gerada 8 de Adema	Adema	Black Metal	10
123	Música gerada 9 de Adema	Adema	Black Metal	9
124	Música gerada 10 de Adema	Adema	Black Metal	6
125	Música gerada 1 de Aerosmith	Aerosmith	Latina	9
126	Música gerada 2 de Aerosmith	Aerosmith	Latina	1
127	Música gerada 3 de Aerosmith	Aerosmith	Latina	7
128	Música gerada 4 de Aerosmith	Aerosmith	Latina	3
129	Música gerada 5 de Aerosmith	Aerosmith	Latina	4
130	Música gerada 6 de Aerosmith	Aerosmith	Latina	6
131	Música gerada 7 de Aerosmith	Aerosmith	Latina	2
132	Música gerada 8 de Aerosmith	Aerosmith	Latina	6
133	Música gerada 9 de Aerosmith	Aerosmith	Latina	6
134	Música gerada 10 de Aerosmith	Aerosmith	Latina	4
135	Música gerada 1 de Afterlife	Afterlife	Black Metal	7
136	Música gerada 2 de Afterlife	Afterlife	Black Metal	6
137	Música gerada 3 de Afterlife	Afterlife	Black Metal	9
138	Música gerada 4 de Afterlife	Afterlife	Black Metal	10
139	Música gerada 5 de Afterlife	Afterlife	Black Metal	7
140	Música gerada 6 de Afterlife	Afterlife	Black Metal	1
141	Música gerada 7 de Afterlife	Afterlife	Black Metal	2
142	Música gerada 8 de Afterlife	Afterlife	Black Metal	4
143	Música gerada 9 de Afterlife	Afterlife	Black Metal	7
144	Música gerada 10 de Afterlife	Afterlife	Black Metal	1
145	Música gerada 1 de Agnostic Front	Agnostic Front	Folk	2
146	Música gerada 2 de Agnostic Front	Agnostic Front	Folk	5
147	Música gerada 3 de Agnostic Front	Agnostic Front	Folk	10
148	Música gerada 4 de Agnostic Front	Agnostic Front	Folk	9
149	Música gerada 5 de Agnostic Front	Agnostic Front	Folk	2
150	Música gerada 6 de Agnostic Front	Agnostic Front	Folk	8
151	Música gerada 7 de Agnostic Front	Agnostic Front	Folk	3
152	Música gerada 8 de Agnostic Front	Agnostic Front	Folk	6
153	Música gerada 9 de Agnostic Front	Agnostic Front	Folk	3
154	Música gerada 10 de Agnostic Front	Agnostic Front	Folk	6
155	Música gerada 1 de AJ	AJ	Forró	6
156	Música gerada 2 de AJ	AJ	Forró	6
157	Música gerada 3 de AJ	AJ	Forró	2
158	Música gerada 4 de AJ	AJ	Forró	3
159	Música gerada 5 de AJ	AJ	Forró	2
160	Música gerada 6 de AJ	AJ	Forró	10
161	Música gerada 7 de AJ	AJ	Forró	5
162	Música gerada 8 de AJ	AJ	Forró	2
163	Música gerada 9 de AJ	AJ	Forró	3
164	Música gerada 10 de AJ	AJ	Forró	3
165	Música gerada 1 de AJ Mitchell	AJ Mitchell	Indie rock	1
166	Música gerada 2 de AJ Mitchell	AJ Mitchell	Indie rock	3
167	Música gerada 3 de AJ Mitchell	AJ Mitchell	Indie rock	2
168	Música gerada 4 de AJ Mitchell	AJ Mitchell	Indie rock	6
169	Música gerada 5 de AJ Mitchell	AJ Mitchell	Indie rock	9
170	Música gerada 6 de AJ Mitchell	AJ Mitchell	Indie rock	10
171	Música gerada 7 de AJ Mitchell	AJ Mitchell	Indie rock	9
172	Música gerada 8 de AJ Mitchell	AJ Mitchell	Indie rock	7
173	Música gerada 9 de AJ Mitchell	AJ Mitchell	Indie rock	2
174	Música gerada 10 de AJ Mitchell	AJ Mitchell	Indie rock	8
175	Música gerada 1 de Alanis Morissette	Alanis Morissette	Pop	7
176	Música gerada 2 de Alanis Morissette	Alanis Morissette	Pop	2
177	Música gerada 3 de Alanis Morissette	Alanis Morissette	Pop	7
178	Música gerada 4 de Alanis Morissette	Alanis Morissette	Pop	7
179	Música gerada 5 de Alanis Morissette	Alanis Morissette	Pop	7
180	Música gerada 6 de Alanis Morissette	Alanis Morissette	Pop	7
181	Música gerada 7 de Alanis Morissette	Alanis Morissette	Pop	6
182	Música gerada 8 de Alanis Morissette	Alanis Morissette	Pop	7
183	Música gerada 9 de Alanis Morissette	Alanis Morissette	Pop	2
184	Música gerada 10 de Alanis Morissette	Alanis Morissette	Pop	9
185	Música gerada 1 de Alejandra Guzmán	Alejandra Guzmán	Blues	4
186	Música gerada 2 de Alejandra Guzmán	Alejandra Guzmán	Blues	8
187	Música gerada 3 de Alejandra Guzmán	Alejandra Guzmán	Blues	4
188	Música gerada 4 de Alejandra Guzmán	Alejandra Guzmán	Blues	3
189	Música gerada 5 de Alejandra Guzmán	Alejandra Guzmán	Blues	8
190	Música gerada 6 de Alejandra Guzmán	Alejandra Guzmán	Blues	2
191	Música gerada 7 de Alejandra Guzmán	Alejandra Guzmán	Blues	4
192	Música gerada 8 de Alejandra Guzmán	Alejandra Guzmán	Blues	2
193	Música gerada 9 de Alejandra Guzmán	Alejandra Guzmán	Blues	2
194	Música gerada 10 de Alejandra Guzmán	Alejandra Guzmán	Blues	6
195	Música gerada 1 de Alice Cooper	Alice Cooper	Afrobeat	9
196	Música gerada 2 de Alice Cooper	Alice Cooper	Afrobeat	8
197	Música gerada 3 de Alice Cooper	Alice Cooper	Afrobeat	6
198	Música gerada 4 de Alice Cooper	Alice Cooper	Afrobeat	9
199	Música gerada 5 de Alice Cooper	Alice Cooper	Afrobeat	8
200	Música gerada 6 de Alice Cooper	Alice Cooper	Afrobeat	8
201	Música gerada 7 de Alice Cooper	Alice Cooper	Afrobeat	4
202	Música gerada 8 de Alice Cooper	Alice Cooper	Afrobeat	8
203	Música gerada 9 de Alice Cooper	Alice Cooper	Afrobeat	5
204	Música gerada 10 de Alice Cooper	Alice Cooper	Afrobeat	6
205	Música gerada 1 de Alien Ant Farm	Alien Ant Farm	Funk	4
206	Música gerada 2 de Alien Ant Farm	Alien Ant Farm	Funk	4
207	Música gerada 3 de Alien Ant Farm	Alien Ant Farm	Funk	5
208	Música gerada 4 de Alien Ant Farm	Alien Ant Farm	Funk	10
209	Música gerada 5 de Alien Ant Farm	Alien Ant Farm	Funk	7
210	Música gerada 6 de Alien Ant Farm	Alien Ant Farm	Funk	3
211	Música gerada 7 de Alien Ant Farm	Alien Ant Farm	Funk	4
212	Música gerada 8 de Alien Ant Farm	Alien Ant Farm	Funk	10
213	Música gerada 9 de Alien Ant Farm	Alien Ant Farm	Funk	2
214	Música gerada 10 de Alien Ant Farm	Alien Ant Farm	Funk	8
215	Música gerada 1 de Allen Stone	Allen Stone	Música sertaneja	2
216	Música gerada 2 de Allen Stone	Allen Stone	Música sertaneja	7
217	Música gerada 3 de Allen Stone	Allen Stone	Música sertaneja	1
218	Música gerada 4 de Allen Stone	Allen Stone	Música sertaneja	4
219	Música gerada 5 de Allen Stone	Allen Stone	Música sertaneja	10
220	Música gerada 6 de Allen Stone	Allen Stone	Música sertaneja	6
221	Música gerada 7 de Allen Stone	Allen Stone	Música sertaneja	4
222	Música gerada 8 de Allen Stone	Allen Stone	Música sertaneja	4
223	Música gerada 9 de Allen Stone	Allen Stone	Música sertaneja	9
224	Música gerada 10 de Allen Stone	Allen Stone	Música sertaneja	9
225	Música gerada 1 de Alonzo Holt	Alonzo Holt	Forró	8
226	Música gerada 2 de Alonzo Holt	Alonzo Holt	Forró	7
227	Música gerada 3 de Alonzo Holt	Alonzo Holt	Forró	1
228	Música gerada 4 de Alonzo Holt	Alonzo Holt	Forró	6
229	Música gerada 5 de Alonzo Holt	Alonzo Holt	Forró	4
230	Música gerada 6 de Alonzo Holt	Alonzo Holt	Forró	4
231	Música gerada 7 de Alonzo Holt	Alonzo Holt	Forró	6
232	Música gerada 8 de Alonzo Holt	Alonzo Holt	Forró	5
233	Música gerada 9 de Alonzo Holt	Alonzo Holt	Forró	2
234	Música gerada 10 de Alonzo Holt	Alonzo Holt	Forró	2
235	Música gerada 1 de Andreas Moe	Andreas Moe	Flamenco	3
236	Música gerada 2 de Andreas Moe	Andreas Moe	Flamenco	8
237	Música gerada 3 de Andreas Moe	Andreas Moe	Flamenco	1
238	Música gerada 4 de Andreas Moe	Andreas Moe	Flamenco	7
239	Música gerada 5 de Andreas Moe	Andreas Moe	Flamenco	3
240	Música gerada 6 de Andreas Moe	Andreas Moe	Flamenco	10
241	Música gerada 7 de Andreas Moe	Andreas Moe	Flamenco	7
242	Música gerada 8 de Andreas Moe	Andreas Moe	Flamenco	8
243	Música gerada 9 de Andreas Moe	Andreas Moe	Flamenco	6
244	Música gerada 10 de Andreas Moe	Andreas Moe	Flamenco	7
245	Música gerada 1 de Andrew W.K.	Andrew W.K.	Elevator music	5
246	Música gerada 2 de Andrew W.K.	Andrew W.K.	Elevator music	7
247	Música gerada 3 de Andrew W.K.	Andrew W.K.	Elevator music	2
248	Música gerada 4 de Andrew W.K.	Andrew W.K.	Elevator music	1
249	Música gerada 5 de Andrew W.K.	Andrew W.K.	Elevator music	4
250	Música gerada 6 de Andrew W.K.	Andrew W.K.	Elevator music	8
251	Música gerada 7 de Andrew W.K.	Andrew W.K.	Elevator music	6
252	Música gerada 8 de Andrew W.K.	Andrew W.K.	Elevator music	5
253	Música gerada 9 de Andrew W.K.	Andrew W.K.	Elevator music	6
254	Música gerada 10 de Andrew W.K.	Andrew W.K.	Elevator music	3
255	Música gerada 1 de Angel Witch	Angel Witch	Pop	6
256	Música gerada 2 de Angel Witch	Angel Witch	Pop	2
257	Música gerada 3 de Angel Witch	Angel Witch	Pop	4
258	Música gerada 4 de Angel Witch	Angel Witch	Pop	4
259	Música gerada 5 de Angel Witch	Angel Witch	Pop	3
260	Música gerada 6 de Angel Witch	Angel Witch	Pop	10
261	Música gerada 7 de Angel Witch	Angel Witch	Pop	7
262	Música gerada 8 de Angel Witch	Angel Witch	Pop	8
263	Música gerada 9 de Angel Witch	Angel Witch	Pop	4
264	Música gerada 10 de Angel Witch	Angel Witch	Pop	1
265	Música gerada 1 de Annihilator	Annihilator	Cha-cha-chá	2
266	Música gerada 2 de Annihilator	Annihilator	Cha-cha-chá	5
267	Música gerada 3 de Annihilator	Annihilator	Cha-cha-chá	1
268	Música gerada 4 de Annihilator	Annihilator	Cha-cha-chá	8
269	Música gerada 5 de Annihilator	Annihilator	Cha-cha-chá	9
270	Música gerada 6 de Annihilator	Annihilator	Cha-cha-chá	3
271	Música gerada 7 de Annihilator	Annihilator	Cha-cha-chá	10
272	Música gerada 8 de Annihilator	Annihilator	Cha-cha-chá	7
273	Música gerada 9 de Annihilator	Annihilator	Cha-cha-chá	2
274	Música gerada 10 de Annihilator	Annihilator	Cha-cha-chá	6
275	Música gerada 1 de Anthrax	Anthrax	Boogie	3
276	Música gerada 2 de Anthrax	Anthrax	Boogie	1
277	Música gerada 3 de Anthrax	Anthrax	Boogie	7
278	Música gerada 4 de Anthrax	Anthrax	Boogie	2
279	Música gerada 5 de Anthrax	Anthrax	Boogie	3
280	Música gerada 6 de Anthrax	Anthrax	Boogie	8
281	Música gerada 7 de Anthrax	Anthrax	Boogie	2
282	Música gerada 8 de Anthrax	Anthrax	Boogie	7
283	Música gerada 9 de Anthrax	Anthrax	Boogie	9
284	Música gerada 10 de Anthrax	Anthrax	Boogie	7
285	Música gerada 1 de Aphex Twin	Aphex Twin	Swing	8
286	Música gerada 2 de Aphex Twin	Aphex Twin	Swing	1
287	Música gerada 3 de Aphex Twin	Aphex Twin	Swing	10
288	Música gerada 4 de Aphex Twin	Aphex Twin	Swing	2
289	Música gerada 5 de Aphex Twin	Aphex Twin	Swing	7
290	Música gerada 6 de Aphex Twin	Aphex Twin	Swing	9
291	Música gerada 7 de Aphex Twin	Aphex Twin	Swing	8
292	Música gerada 8 de Aphex Twin	Aphex Twin	Swing	1
293	Música gerada 9 de Aphex Twin	Aphex Twin	Swing	5
294	Música gerada 10 de Aphex Twin	Aphex Twin	Swing	10
295	Música gerada 1 de Arthur Alexander	Arthur Alexander	Soul	5
296	Música gerada 2 de Arthur Alexander	Arthur Alexander	Soul	10
297	Música gerada 3 de Arthur Alexander	Arthur Alexander	Soul	8
298	Música gerada 4 de Arthur Alexander	Arthur Alexander	Soul	5
299	Música gerada 5 de Arthur Alexander	Arthur Alexander	Soul	2
300	Música gerada 6 de Arthur Alexander	Arthur Alexander	Soul	10
301	Música gerada 7 de Arthur Alexander	Arthur Alexander	Soul	7
302	Música gerada 8 de Arthur Alexander	Arthur Alexander	Soul	10
303	Música gerada 9 de Arthur Alexander	Arthur Alexander	Soul	4
304	Música gerada 10 de Arthur Alexander	Arthur Alexander	Soul	6
305	Música gerada 1 de Asher Angel	Asher Angel	Afrobeat	1
306	Música gerada 2 de Asher Angel	Asher Angel	Afrobeat	6
307	Música gerada 3 de Asher Angel	Asher Angel	Afrobeat	6
308	Música gerada 4 de Asher Angel	Asher Angel	Afrobeat	4
309	Música gerada 5 de Asher Angel	Asher Angel	Afrobeat	2
310	Música gerada 6 de Asher Angel	Asher Angel	Afrobeat	5
311	Música gerada 7 de Asher Angel	Asher Angel	Afrobeat	9
312	Música gerada 8 de Asher Angel	Asher Angel	Afrobeat	9
313	Música gerada 9 de Asher Angel	Asher Angel	Afrobeat	8
314	Música gerada 10 de Asher Angel	Asher Angel	Afrobeat	4
315	Música gerada 1 de Aston Merrygold	Aston Merrygold	Rock	5
316	Música gerada 2 de Aston Merrygold	Aston Merrygold	Rock	2
317	Música gerada 3 de Aston Merrygold	Aston Merrygold	Rock	8
318	Música gerada 4 de Aston Merrygold	Aston Merrygold	Rock	3
319	Música gerada 5 de Aston Merrygold	Aston Merrygold	Rock	7
320	Música gerada 6 de Aston Merrygold	Aston Merrygold	Rock	2
321	Música gerada 7 de Aston Merrygold	Aston Merrygold	Rock	1
322	Música gerada 8 de Aston Merrygold	Aston Merrygold	Rock	4
323	Música gerada 9 de Aston Merrygold	Aston Merrygold	Rock	4
324	Música gerada 10 de Aston Merrygold	Aston Merrygold	Rock	5
325	Música gerada 1 de At the Drive-In	At the Drive-In	Jazz	6
326	Música gerada 2 de At the Drive-In	At the Drive-In	Jazz	9
327	Música gerada 3 de At the Drive-In	At the Drive-In	Jazz	8
328	Música gerada 4 de At the Drive-In	At the Drive-In	Jazz	4
329	Música gerada 5 de At the Drive-In	At the Drive-In	Jazz	3
330	Música gerada 6 de At the Drive-In	At the Drive-In	Jazz	1
331	Música gerada 7 de At the Drive-In	At the Drive-In	Jazz	10
332	Música gerada 8 de At the Drive-In	At the Drive-In	Jazz	8
333	Música gerada 9 de At the Drive-In	At the Drive-In	Jazz	7
334	Música gerada 10 de At the Drive-In	At the Drive-In	Jazz	3
335	Música gerada 1 de Atomic Rooster	Atomic Rooster	Fado	4
336	Música gerada 2 de Atomic Rooster	Atomic Rooster	Fado	1
337	Música gerada 3 de Atomic Rooster	Atomic Rooster	Fado	5
338	Música gerada 4 de Atomic Rooster	Atomic Rooster	Fado	10
339	Música gerada 5 de Atomic Rooster	Atomic Rooster	Fado	6
340	Música gerada 6 de Atomic Rooster	Atomic Rooster	Fado	1
341	Música gerada 7 de Atomic Rooster	Atomic Rooster	Fado	3
342	Música gerada 8 de Atomic Rooster	Atomic Rooster	Fado	7
343	Música gerada 9 de Atomic Rooster	Atomic Rooster	Fado	5
344	Música gerada 10 de Atomic Rooster	Atomic Rooster	Fado	2
345	Música gerada 1 de AudioDamn!	AudioDamn!	Heavy Metal	3
346	Música gerada 2 de AudioDamn!	AudioDamn!	Heavy Metal	8
347	Música gerada 3 de AudioDamn!	AudioDamn!	Heavy Metal	1
348	Música gerada 4 de AudioDamn!	AudioDamn!	Heavy Metal	10
349	Música gerada 5 de AudioDamn!	AudioDamn!	Heavy Metal	2
350	Música gerada 6 de AudioDamn!	AudioDamn!	Heavy Metal	7
351	Música gerada 7 de AudioDamn!	AudioDamn!	Heavy Metal	10
352	Música gerada 8 de AudioDamn!	AudioDamn!	Heavy Metal	3
353	Música gerada 9 de AudioDamn!	AudioDamn!	Heavy Metal	2
354	Música gerada 10 de AudioDamn!	AudioDamn!	Heavy Metal	2
355	Música gerada 1 de Austin Mahone	Austin Mahone	Bolero	9
356	Música gerada 2 de Austin Mahone	Austin Mahone	Bolero	10
357	Música gerada 3 de Austin Mahone	Austin Mahone	Bolero	5
358	Música gerada 4 de Austin Mahone	Austin Mahone	Bolero	5
359	Música gerada 5 de Austin Mahone	Austin Mahone	Bolero	8
360	Música gerada 6 de Austin Mahone	Austin Mahone	Bolero	2
361	Música gerada 7 de Austin Mahone	Austin Mahone	Bolero	8
362	Música gerada 8 de Austin Mahone	Austin Mahone	Bolero	1
363	Música gerada 9 de Austin Mahone	Austin Mahone	Bolero	9
364	Música gerada 10 de Austin Mahone	Austin Mahone	Bolero	3
365	Música gerada 1 de Avenged Sevenfold	Avenged Sevenfold	Latina	5
366	Música gerada 2 de Avenged Sevenfold	Avenged Sevenfold	Latina	3
367	Música gerada 3 de Avenged Sevenfold	Avenged Sevenfold	Latina	4
368	Música gerada 4 de Avenged Sevenfold	Avenged Sevenfold	Latina	1
369	Música gerada 5 de Avenged Sevenfold	Avenged Sevenfold	Latina	4
370	Música gerada 6 de Avenged Sevenfold	Avenged Sevenfold	Latina	5
371	Música gerada 7 de Avenged Sevenfold	Avenged Sevenfold	Latina	7
372	Música gerada 8 de Avenged Sevenfold	Avenged Sevenfold	Latina	3
373	Música gerada 9 de Avenged Sevenfold	Avenged Sevenfold	Latina	3
374	Música gerada 10 de Avenged Sevenfold	Avenged Sevenfold	Latina	1
375	Música gerada 1 de Backwordz	Backwordz	Elevator music	1
376	Música gerada 2 de Backwordz	Backwordz	Elevator music	3
377	Música gerada 3 de Backwordz	Backwordz	Elevator music	1
378	Música gerada 4 de Backwordz	Backwordz	Elevator music	10
379	Música gerada 5 de Backwordz	Backwordz	Elevator music	2
380	Música gerada 6 de Backwordz	Backwordz	Elevator music	10
381	Música gerada 7 de Backwordz	Backwordz	Elevator music	9
382	Música gerada 8 de Backwordz	Backwordz	Elevator music	1
383	Música gerada 9 de Backwordz	Backwordz	Elevator music	3
384	Música gerada 10 de Backwordz	Backwordz	Elevator music	8
385	Música gerada 1 de Badfinger	Badfinger	Experimental	6
386	Música gerada 2 de Badfinger	Badfinger	Experimental	2
387	Música gerada 3 de Badfinger	Badfinger	Experimental	10
388	Música gerada 4 de Badfinger	Badfinger	Experimental	6
389	Música gerada 5 de Badfinger	Badfinger	Experimental	9
390	Música gerada 6 de Badfinger	Badfinger	Experimental	6
391	Música gerada 7 de Badfinger	Badfinger	Experimental	3
392	Música gerada 8 de Badfinger	Badfinger	Experimental	4
393	Música gerada 9 de Badfinger	Badfinger	Experimental	7
394	Música gerada 10 de Badfinger	Badfinger	Experimental	1
395	Música gerada 1 de Beastie Boys	Beastie Boys	Punk rock	7
396	Música gerada 2 de Beastie Boys	Beastie Boys	Punk rock	2
397	Música gerada 3 de Beastie Boys	Beastie Boys	Punk rock	5
398	Música gerada 4 de Beastie Boys	Beastie Boys	Punk rock	5
399	Música gerada 5 de Beastie Boys	Beastie Boys	Punk rock	10
400	Música gerada 6 de Beastie Boys	Beastie Boys	Punk rock	2
401	Música gerada 7 de Beastie Boys	Beastie Boys	Punk rock	4
402	Música gerada 8 de Beastie Boys	Beastie Boys	Punk rock	3
403	Música gerada 9 de Beastie Boys	Beastie Boys	Punk rock	8
404	Música gerada 10 de Beastie Boys	Beastie Boys	Punk rock	9
405	Música gerada 1 de Bebe	Bebe	Flamenco	4
406	Música gerada 2 de Bebe	Bebe	Flamenco	6
407	Música gerada 3 de Bebe	Bebe	Flamenco	7
408	Música gerada 4 de Bebe	Bebe	Flamenco	9
409	Música gerada 5 de Bebe	Bebe	Flamenco	6
410	Música gerada 6 de Bebe	Bebe	Flamenco	9
411	Música gerada 7 de Bebe	Bebe	Flamenco	4
412	Música gerada 8 de Bebe	Bebe	Flamenco	6
413	Música gerada 9 de Bebe	Bebe	Flamenco	5
414	Música gerada 10 de Bebe	Bebe	Flamenco	7
415	Música gerada 1 de Bee Gees	Bee Gees	Rumba	1
416	Música gerada 2 de Bee Gees	Bee Gees	Rumba	2
417	Música gerada 3 de Bee Gees	Bee Gees	Rumba	2
418	Música gerada 4 de Bee Gees	Bee Gees	Rumba	6
419	Música gerada 5 de Bee Gees	Bee Gees	Rumba	6
420	Música gerada 6 de Bee Gees	Bee Gees	Rumba	2
